Productos,Precio Final
ESPONJA SCOTCH BRITE HEAVY D 6 PUL X 9 PUL 3M 220-6X9-3L,"3,15"
ESPONJA SCOTCH BRITE PURPURA,"2,97"
ESQUINERO METALICO 2.44 PERFORADO (DRYWALL),"3,45"
ESTANO 60/40 20GR 1.00MM EXXEL 00-018-051/53-134,"3,54"
ESTANO 60/40 POR METROS TRUPER 14366 (76MTS X ROLLO),"2,09"
ESTANTERIA PLASTICA SOLIDA 15 PUL NEGRO 5 NIV. 9900,"132,57"
ESTANTERIA PLASTICA VENTILADA NEGRO 5 NIV. 3270,"179,21"
ESTOPA ALGODON DE 1ERA P/PULIR 150GRS POLYTEX,"2,47"
ESTOPA ALGODON DE 1ERA P/PULIR 500GRS POLYTEX,"6,83"
ESTOPA LAMPAZO PARA LIMPIAR,"6,60"
ESTUCO CERAMIPEGO BLANCO 10 KG,"13,78"
EXACTO CUCHILLA PROFESIONAL HR-M5184,"2,83"
EXACTO METALICO 12.5CM EXXEL 53-061 / 00-013-057,"1,55"
EXACTO PLASTICO 18MM HR-M5183,"2,04"
EXACTO PLASTICO PLEGABLE 5PZA EXXEL 52-300 / 00-013-055,"6,24"
Explicar,"0,00"
EXTENSION DE BOMBILLOS E27 VITANGE 5MTS LD-1050,"22,61"
EXTENSION ELECTRICA 1.83 MT VITRON 03-012-089,"2,47"
EXTENSION ELECTRICA 2.74 MT VITRON PW-710WP,"2,87"
EXTENSION ELECTRICA 3.66 MT VITRON PW-710WP,"3,20"
EXTENSION ELECTRICA 4.57 MT VITRON 03-012-092,"3,68"
EXTENSION ELECTRICA 5.49 MT VITRON PW-710WP,"4,21"
EXTENSION ELECTRICA 6.10 MT VITRON 03-012-094,"4,32"
EXTENSION ELECTRICA 7.62 MT VITRON PW-710WP,"5,10"
EXTENSION ELECTRICA CON SOCATE LD-575,"3,29"
EXTENSION ELECTRICA INDUSTRIAL 15MTS C/REG.CX14 LUMISTAR,"22,78"
EXTENSION ELECTRICA INDUSTRIAL 15MTS CX07 LUMISTAR,"22,05"
EXTENSION HD ST 3X16 - 7.0 MTS,"72,30"
EXTENSION IND.SPT 3X14(C/T) 3.0 MTS,"43,75"
EXTENSION METALICA PARA FREGADERO 1 1/2 PUL,"7,77"
EXTENSION METALICA PARA FREGADERO 1 1/2 PUL C/TUERCA GB-767,"2,18"
EXTENSION P/RATCHET 1/2X10 PUL TRUPER E-5463 13418,"31,67"
EXTENSION P/RATCHET 1/4 X 3 PUL TRUPER 13218,"7,67"
EXTENSION P/RATCHET 3/8 X 12 PUL TRUPER 13667,"28,58"
EXTENSION P/RATCHET 3/8 X 3 PUL TRUPER 13663,"11,24"
"EXTENSION PLASTICA PARA FREGADERO 1 1/2"" X 8""","1,49"
"EXTENSION PLASTICA PARA LAVAMANOS 1 1/4"" X 8""","1,31"
"EXTRACTOR DE AIRE 10""110V VITRON 014PEF","46,95"
"EXTRACTOR DE AIRE 12""110V VITRON 015PEF","53,95"
"EXTRACTOR DE AIRE 4"" C/SENSOR F.P 13EXT21","90,42"
"EXTRACTOR DE AIRE 6"" PLASTICO TROEN","76,21"
"EXTRACTOR DE AIRE 8"" 110V VITRON 03-013-013","44,30"
EXTRACTOR DE TUBERIAS 1/2 - 3/4 HR-345,"3,26"
"EXTRACTOR DE UNA 3"" EXXEL 43-072","10,28"
"EXTRACTOR DE UNA 4"" EXXEL 43-073","13,18"
"EXTRACTOR POLEA 3"" 14500 TRUPER","77,47"
"EXTRACTOR POLEA 4"" 14503 TRUPER","100,49"
"EXTRACTOR POLEA 6"" 14498 TRUPER","142,75"
"EXTRACTOR POLEA 6"" 3P 14506 TRUPER","203,58"
EXTRACTOR ROLINERA 4.1/4 PUL 4517 TRUPER,"236,42"
FILTRO 3M MOD.2091 SERIE 2000 ALTA EFI,"33,54"
FILTRO 3M MOD.2097 SERIE 2000 V.O.,"43,59"
FILTRO 3M MOD.2297 SERIE 2000 V.O.,"34,51"
FILTRO CENTURY 2 ROSCA 313,"13,70"
FILTRO DE MALLA P/AGUA GB-55,"8,05"
FILTRO EN Y 1/2X1/2 PUL (20X1/2) TERMOFUSION P00233,"3,32"
FILTRO EXTERNO CHEVROLET 247,"4,05"
FILTRO EXTERNO FORD 248,"1,80"
FILTRO GASOLINA C/MANGUERA 156,"4,13"
FILTRO GASOLINA JEEP WAGONEER CJ5 CJ7 FORD SIERRA MGR1588,"4,68"
FILTRO INTERNO CHEVROLET 246,"3,96"
FILTRO P/ MASCARILLA RESPIRACION SOLO POLVO BRUFER,"1,83"
FILTRO P/AGUA 1/2 PUL P/ SOLIDOS GRUESOS EXCELINE GFA-050,"15,31"
FILTRO P/AGUA 1/2 PUL P/ SOLIDOS GRUESOS GB-45,"6,96"
FILTRO P/MASCARILLA RESPIRACION P/POLVO EXXEL 43-131,"0,45"
"FILTRO P/VALVULA CHECK 1 1/4"" F.P. 01M112","5,02"
"FILTRO P/VALVULA CHECK 1"" F.P. 01M110","4,48"
"FILTRO P/VALVULA CHECK 1/2""","1,75"
"FILTRO P/VALVULA CHECK 2 1/2"" F.P. 01M125","74,10"
"FILTRO P/VALVULA CHECK 3"" F.P. 01M130","79,40"
"FILTRO P/VALVULA CHECK 3/4"" F.P. 01M107","3,51"
"FILTRO P/VALVULA CHECK 4"" F.P. 01M140","173,35"
"FILTRO PURIFICADOR DE AGUA 10"" 2ETAPA TRANS SENCILLO GB-99-T","55,68"
"FILTRO PURIFICADOR DE AGUA 10"" 3ETAPA TRANS SENCILLO GB-90-T","86,49"
"FILTRO PURIFICADOR DE AGUA 10"" ACERO VIAJERO GB-36","66,96"
"FILTRO PURIFICADOR DE AGUA 10"" F-10S/117 CHARGER","59,94"
"FILTRO PURIFICADOR DE AGUA 10"" TRANS SENCILLO GB-03-T","31,33"
"FILTRO PURIFICADOR DE AGUA 7"" FREE-F2 CHARGER","54,27"
"FILTRO SISTEMA TRIPLE 10"" TRIPLE-S/10-CBK-RSCL CHARGER","188,20"
"FILTRO SISTEMA TWIN 10"" TWIN-S/10-17 CHARGER","120,05"
FILTRO SMART FILTER 4 ETAPA CHARGER,"104,23"
FILTRO STRAINER 4RUNNER FG0257,"1,96"
FILTRO STRAINER BLAZER CHEYENNE SILVERADO FG0260,"0,99"
FILTRO STRAINER CHEROKEE LIB FG0259,"0,99"
FILTRO STRAINER COROLLA FINO FG0254,"0,99"
FILTRO STRAINER LUV DMAX FG0253,"0,99"
FILTRO STRAINER REY CAMION FG0258,"0,99"
FILTRO STRAINER SILVERADO 03/07 FG0256,"0,99"
FILTRO STRAINER TBI BLAZER CHEYENNE SILVERADO FG0261,"0,99"
FILTRO STRAINER UNIV. E2068 CUADRAD.FG0250,"1,96"
FILTRO TOYOTA 15010 250,"5,22"
FILTRO TOYOTA 249,"2,67"
FLAPPER UNIVERSAL PARA W.C,"3,06"
FLAPPER UNIVERSAL PARA W.C 2 PUL VENCERAMICA,"3,20"
FLAPPER UNIVERSAL PARA W.C 3 PUL COLFLEX P-B6036,"8,86"
FLASHER 552 2 PATAS 194,"8,38"
FLASHER 552 2 PATAS 235,"10,74"
FLASHER 552 ELECTRONICO 3 PATAS 12V,"11,46"
FLEJE SANTA MARIA C-1.4 X 6 CTM X METROS,"17,76"
"FLEXICON METALICO 1"" X METROS","5,66"
"FLEXICON METALICO 1/2"" X METROS","1,93"
"FLEXICON METALICO 3/4"" X METROS","1,90"
"FLEXICON PLASTICO 1"" X METROS","1,80"
"FLEXICON PLASTICO 1/2"" X METROS","0,74"
"FLEXICON PLASTICO 3/4"" X METROS","0,86"
"FLEXICON PLASTICO 3/8"" X METROS","0,64"
"FLOTANTE ALTA PRESION 1"" PLASTICO","0,30"
"FLOTANTE BAJA PRESION 1/2""","9,05"
"FLOTANTE BAJA PRESION 3/4""","9,05"
"FLOTANTE BRONCE SIN BOYA 1""","24,51"
"FLOTANTE BRONCE SIN BOYA 1/2""","19,98"
"FLOTANTE BRONCE SIN BOYA 2""","241,53"
"FLOTANTE BRONCE SIN BOYA 3/4""","16,54"
FLOTANTE ELECTRICO CON CABLE D E3 MTS.GFE-MV3M EXCELINE,"23,37"
FLOTANTE ELECTRICO CON CABLE DE 1.5MTS.GB-565,"8,77"
FLOTANTE ELECTRICO CON CABLE DE 2 MTS.GB-566,"10,88"
FLUXOMETRO P/URINARIO C/PALANCA FX02 FAGUAX PLUS,"179,31"
FONDO ANTIALCALINO ECO COLOR 4 GALONES,"58,33"
FONDO ANTIALCALINO ECO COLOR GALON,"16,25"
FONDO ANTIALCALINO SOLINTEX 4 GALONES 3053,"148,94"
FONDO ANTIALCALINO SOLINTEX GALON 3053,"38,05"
FONDO ANTICORROSIVO ARA PAINT 4 GALONES NARANJA,"125,00"
FONDO ANTICORROSIVO ARA PAINT GALON NARANJA,"25,00"
FONDO ANTICORROSIVO CROMAS 1/4 GALON ROJIZO,"14,46"
FONDO ANTICORROSIVO REINCO 1/4 GALON BLANCO 8000-102,"11,90"
FONDO CROMATO DE ZINC PROPLASTIC 1/4 GALON,"18,26"
FONDO CROMATO DE ZINC REINCO 1/4 GALON 8400-102,"14,66"
FONDO CROMATO DE ZINC REINCO GALON 8400-101,"56,59"
FONDO HERRERIA CROMAS TOPAL 1/4 GALON GRIS,"14,46"
FONDO HERRERIA CROMAS TOPAL 5 GALONES ROJO,"202,38"
FONDO HERRERIA CROMAS TOPAL GALON ROJO,"44,34"
FONDO HERRERIA OXIDE PINTAPRO 1/4 GALON BLANCO PF2B001,"8,93"
FONDO HERRERIA OXIDE PINTAPRO 1/4 GALON GRIS,"8,93"
FONDO HERRERIA OXIDE PINTAPRO 1/4 GALON NEGRO,"8,93"
FONDO HERRERIA OXIDE PINTAPRO 1/4 GALON ROJO,"8,93"
FONDO HERRERIA OXIDE PINTAPRO GALON BLANCO,"29,23"
FONDO HERRERIA OXIDE PINTAPRO GALON GRIS,"29,23"
FONDO HERRERIA OXIDE PINTAPRO GALON NEGRO,"29,23"
FONDO HERRERIA OXIDE PINTAPRO GALON ROJO,"29,23"
FONDO HERRERIA SOLINTEX 1/4 GALON BLANCO 721,"13,59"
FONDO HERRERIA SOLINTEX 1/4 GALON GRIS 715,"13,24"
FONDO HERRERIA SOLINTEX 1/4 GALON ROJO 710,"12,38"
FONDO HERRERIA SOLINTEX 5 GALONES BLANCO 721,"225,74"
FONDO HERRERIA SOLINTEX 5 GALONES NEGRO 720,"203,80"
FONDO HERRERIA SOLINTEX 5 GALONES ROJO 710,"207,86"
FONDO HERRERIA SOLINTEX GALON BLANCO 721,"47,36"
FONDO HERRERIA SOLINTEX GALON ROJO 710,"43,28"
FONDO SELLADOR HIDROFUGO CROMAS GALON,"45,18"
FORMULA ELECTRICA AEROSOL SQ 354CM,"6,66"
FORMULA MARINA AEROSOL SQ 354 CC,"5,29"
FORMULA MARINA LITRO SQ,"10,05"
FORMULA MECANICA 70-6 SPRAY SQ 354 CC,"5,60"
FORRO VOLANTE CUERO NEGRO ESP. FV0201,"19,17"
FORRO VOLANTE SEMICUERO GRIS FV0112,"8,11"
FOTOCELDA C/BASE MULTIVOLTAJE 10A LD-005,"5,68"
FOTOCELDA S/BASE TEMPORIZADA EXCELINE GCF-MV-NC-SDS,"13,12"
FREGADERO FANAINOX 2 X 14 X 16 ESQUINERO ES-PP FR231,"239,25"
FREGADERO FANAINOX A45 X 53 1 PONCHERA FR101,"94,25"
FREGADERO FANAINOX A53 X 53 1 PONCHERA,"82,74"
FREGADERO FANAINOX A84X53 2 PONCH ACERO INOX LUJO FR201-2,"159,50"
FREGADERO FANAINOX AL53 X A53 1 PONCHERA ALUMINIO FRA102,"63,44"
FREGADERO FANAINOX AL62 X 48 1 PONCHERRA ALUMINIO FRA105,"63,44"
FREGADERO FANAINOX BT40 X 45 1 PONCHERA,"160,46"
FREGADERO FANAINOX BT78 X 2 PONCHERA,"193,94"
FREGADERO FANAINOX C/ESCURRID.DER.A100X50 ACERO FR0124-2,"63,44"
FREGADERO FANAINOX C/ESCURRID.IZQ.A100X50 ACERO,"52,56"
FREGADERO FANAINOX E60X40 ESC/DER,"77,34"
FREGADERO FANAINOX E60X40 ESC/IZQ,"77,36"
FREGADERO FANAINOX E84X53 ESCU/DER.EMPOTRAR FR111-22,"99,69"
FREGADERO FANAINOX E84X53 ESCU/IZQ.EMPOTRAR,"103,43"
FRESA CARBURO MAT/DUROS 1/8 PUL 2615009901 DREMEL 863557,"21,00"
FRESA CARBURO MAT/DUROS 1/8 PUL 2615009903 DREMEL 863586,"21,11"
FRESA CARBURO MAT/DUROS 1/8 PUL 2615009905 DREMEL 863612,"19,29"
FRESA CARBURO MAT/DUROS 1/8 PUL 2615009906 DREMEL 863625,"18,23"
FRESA CARBURO MAT/DUROS 2615009910 DREMEL 863641,"21,13"
FRESA CARBURO MAT/DUROS 3/32 PUL 2615009902 DREMEL 863573,"17,98"
FRESA CARBURO MAT/DUROS 3/32 PUL 2615009904 DREMEL 863609,"18,92"
FRESA MAT/BLANDOS 1/16 PUL 26150106AC DREMEL 863683,"7,67"
FRESA MAT/BLANDOS 1/16 PUL 26150113AC DREMEL 863748,"6,53"
FRESA MAT/BLANDOS 1/16 PUL 2615109AC DREMEL 863719,"7,87"
FRESA MAT/BLANDOS 1/32 PUL 26150108AC DREMEL 863706,"6,51"
FRESA MAT/BLANDOS 1/32 PUL 26150111AC DREMEL 863735,"6,67"
FRESA MAT/BLANDOS 3/32 PUL 26150107AE DREMEL 863696,"7,99"
FRESA MAT/BLANDOS 5/64 PUL 26150110AC DREMEL 863722,"6,67"
FRESA TALLADO MAT/BLAN 3/32 PUL REDONDA 2615000190 DREMEL 863528,"8,11"
FRESA TALLADO MAT/BLAN 3/8 PUL 2615000199 DREMEL 863544,"12,70"
FRESA TALLADO MAT/BLAN 5/16 PUL REDONDA 2615000114 DREMEL 863463,"12,64"
FRESA TALLADO MAT/BLAN 5/64 PUL 2615000193 DREMEL 863531,"7,87"
FRESA TALLADO MAT/BLANDOS 5/16 PUL OVALADA 2615000144 DREMEL 863560,"12,56"
FRESADOR DREMEL 3000-10 ACC F0133000PA 861416,"106,88"
FRESADOR DREMEL 4000-32ACC/2ADITAMIENTO 861526,"153,82"
FRESAS P/TROMPO CARPINTERO HR-362,"29,61"
FUMIGADORA D/MOTOR 25L D/VARILLA FIAT NAPOLI27,"313,17"
FUMIGADORA D/MOTOR 25L D/VARILLA SHELL 1.1HP 25CC A GASOLINA SHPS2526,"304,69"
FUMIGADORA D/MOTOR 25L ELECTRICO 18L SHELL SHES18,"173,12"
FUMIGADORA D/MOTOR D/CANON 14L FIAT MOTOR 2T 3.1HP VENEZIA,"253,90"
FUMIGADORA DE ESPALDA PLASTICA 20LTS EXXEL 02-012-004,"45,23"
FUMIGADORA ESPALDA 12LTS 3GL TRUPER 14695,"231,70"
FUMIGADORA MANUAL 8L EXXEL 41-050 / 02-012-007,"24,11"
FUMIGADORA MANUAL PLASTICA 2 LTS EXXEL 02-012-006,"5,81"
FUMIGADORA MANUAL PLASTICA 2.5 LTS EXXEL 02-012-035,"11,93"
"FUNDA CEBRA PELO CORTO 9""","4,58"
"FUNDA CEBRA PELO LARGO 9""","4,77"
"FUNDA CEBRA PELO MEDIO 9""","4,77"
FUSIBLE EXCELINE 10A 10X38 GZR-0-10 G,"1,73"
FUSIBLE EXCELINE 32A 14X51 GZR-1-32,"3,94"
FUSIBLE EXCELINE 80A 22X58 GZR-2-80,"6,55"
FUSIBLE HEMBRA TOYOTA VARIOS AMP 231,"4,58"
FUSIBLE MACHO TOYOTA VARIOS AMP 232,"3,84"
FUSIBLE MAXI 100 AMP 104B,"1,91"
FUSIBLE MAXI 20 AMP 101A,"1,91"
FUSIBLE MAXI 30 AMP 101B,"1,91"
FUSIBLE MAXI 40 AMP 102,"1,91"
FUSIBLE MAXI 50 AMP 103,"1,91"
FUSIBLE MAXI 60AMP 104A,"1,91"
FUSIBLE MAXI 70 AMP 104B,"1,91"
FUSIBLE MAXI 80 AMP 104C,"1,91"
FUSIBLE MINI 10 AMP 096,"0,32"
FUSIBLE MINI 15 AMP 097,"0,32"
FUSIBLE MINI 20 AMP 098,"0,32"
FUSIBLE MINI 25 AMP 099,"0,32"
FUSIBLE MINI 30 AMP 100,"0,41"
FUSIBLE MINI 7.5 AMP 095A,"0,25"
FUSIBLE MODERNO 10AMP 086,"0,65"
FUSIBLE MODERNO 15 AMP 087,"0,65"
FUSIBLE MODERNO 20 AMP 088,"0,65"
FUSIBLE MODERNO 25 AMP 089,"0,65"
FUSIBLE MODERNO 30 AMP 090,"0,65"
FUSIBLE MODERNO 35AMP 091,"0,65"
FUSIBLE MODERNO 5 AMP 085,"0,65"
FUSIBLE PATA CORTA 2 AMP A 30 AMP 092,"0,61"
FUSIBLE VIDRIO 10 AMP 073,"0,65"
FUSIBLE VIDRIO 15 AMP 074,"0,65"
FUSIBLE VIDRIO 20AMP 075,"0,65"
FUSIBLE VIDRIO 25AMP 076,"0,65"
FUSIBLE VIDRIO 30 AMP 077,"0,65"
FUSIBLE VIDRIO 35AMP 079,"0,65"
FUSIBLE VIDRIO 5 AMP 072,"0,65"
GANCHO 1 1/2 X 10 (CAJA) 50UND,"21,16"
GANCHO 1 1/2 X 12 (CAJA) 100UND,"31,20"
GANCHO 1 X 1 CORTO (CAJA) 100UND,"22,29"
GANCHO 2 X 1 CORTO (CAJA) 100UND.,"29,87"
GANCHO 2 X 1 LARGO (CAJA) 100UND.,"29,44"
GANCHO 2 X 2 CORTO (CAJA) 100UND,"31,20"
GANCHO 2 X 2 LARGO (CAJA) 100UND,"33,12"
GANCHO 2 X 2 LARGO (CAJA) 50UND,"25,38"
GANCHO 3 X 1 CORTO (CAJA) 100UND.,"28,70"
GANCHO 3 X 1 CORTO (CAJA) 50UND.,"23,26"
GANCHO D-T 10 CORTO (CAJA) 100 UND,"39,95"
GANCHO D-T 12 CORTO (CAJA) 100 UND,"46,36"
GANCHO D-T 12 LARGO (CAJA) 100UND,"48,58"
GANCHO D-T 6 CORTO (CAJA) 100UND,"27,33"
GANCHO D-T 6 CORTO (CAJA) 50UND,"23,26"
GANCHO D-T 6 LARGO (CAJA) 100UND,"31,54"
GANCHO D-T 6 LARGO (CAJA) 50UND,"25,38"
GANCHO D-T 8 CORTO (CAJA) 50UND,"27,00"
GANCHO D-T 8 LARGO (CAJA) 100UND,"38,25"
GARRUCHA R-25 S-31 SENCILLO 2 RUEDAS,"8,11"
GARRUCHA R-25 S-32 DOBLE 4 RUEDAS P/RIEL 1 1/2 PUL,"11,37"
GARRUCHA R-30 S-34 DOBLE 4 RUEDAS P/RIEL 2 PUL,"27,54"
GARRUCHA R-30 S-35 SENCILLO 2 RUEDAS P/RIEL 2 PUL,"19,18"
GARRUCHA R-70 S-52 SENCILLO 2 RUEDAS P/RIEL 2 1/2 PUL,"35,12"
GARRUCHA R-70 S-53 DOBLE 4 RUEDAS,"55,61"
GARRUCHA R-70 S-56 DOBLE 4 RUEDAS P/RIEL 2 1/2 PUL,"47,13"
GARRUCHA S-103 GRANDE S/CANAL P/VENTANA CORREDERA,"3,03"
GARRUCHA S-105 PEQUENA C/CANAL P/VENTANA CORREDERA,"2,65"
GARRUCHA S-30 DOBLE LIVIANA 2 RUEDAS P/RIEL DE 1 PUL,"7,34"
GARRUCHA S-33 PLATINA CORTA 1 RUEDA,"5,29"
GATO BOTELLA 2 TON EXXEL,"33,34"
GATO BOTELLA 4 TON TRUPER 14812,"112,74"
GATO CAIMAN 1.5 TONS. PRETUL 22070,"164,29"
GATO DE BOTELLA 2 TONS,"62,32"
GATO DE BOTELLA 3 TONS EXXEL 07-011-029,"35,87"
GATO DE BOTELLA 5 TONS EXXEL QJD05B / 07-011-030,"45,52"
GATO MECANICO TIPO TIJERA HR-89-179,"38,54"
GATORADE FIERCE MORA 500 ML,"2,44"
GATORADE PERFORM FRUTAS TROPICALES 500 ML,"2,44"
GATORADE PERFORM MANDARINA 500 ML,"2,44"
GAVETERO MULTIUSO 3G C/RUEDAS BEIGE MANAPLAS 0069-1,"60,33"
GAVETERO MULTIUSO 4-G C/RUEDAS BEIGE MANAPLAS 0100-1,"77,56"
GEMA VERDE DE JARDIN,"2,73"
GERMENEX 400 CC SQ,"5,00"
GERMENEX LITRO BRISA SQ,"5,22"
GOMA CEBADORA 19MM X 16MM P/DESMAL CG430/520-150,"0,88"
"GOMA DRESSER DE 1""","1,89"
"GOMA DRESSER DE 1/2""","1,51"
"GOMA DRESSER DE 3/4""","0,94"
GOMA ESPONJOSA PARA POCETA,"1,41"
GOMA LACA PERMATEX 2 ONZAS 20539,"9,14"
"GOMA REDUCTORA 2"" A 1 1/2"" P/FREGADERO","1,73"
"GOMA REDUCTORA 2"" A 1 1/4"" P/LAVAMANOS","1,73"
"GOMA SPUD 1.1/2""","2,44"
"GOMA SPUD 3/4""","2,03"
GOTERO GALVANIZADO PARA CANAL,"6,95"
GRABADOR DE METALES F0130290AR DREMEL 861623,"52,20"
GRAFIADO VP 5 GALONES,"163,13"
GRAMA ARTIFICIAL ECONOMICA 10MM X 2MTS X 25MTS 1006H022-EBL-26 XMETRO,"27,23"
GRAMA ARTIFICIAL ECONOMICA 2.5CM X 2MTS X 25MTS 09-021-448,"24,20"
GRAMA ARTIFICIAL PREMIUM 30MM X 2 MTS X 25MTS PX2-3001BD093-B X METRO,"68,03"
GRANITO GRANDE AZUL,"1,38"
GRANITO GRANDE CELESTE,"1,38"
GRANITO GRANDE ESCARCHADO AMARILLO,"2,06"
GRANITO GRANDE ESCARCHADO AZUL,"2,06"
GRANITO GRANDE ESCARCHADO CELESTE,"2,06"
GRANITO GRANDE ESCARCHADO FUCSIA,"2,06"
GRANITO GRANDE ESCARCHADO NARANJA,"2,06"
GRANITO GRANDE ESCARCHADO NEGRO,"2,06"
GRANITO GRANDE ESCARCHADO ROJO,"2,06"
GRANITO GRANDE ESCARCHADO SURTIDO,"2,06"
GRANITO GRANDE ESCARCHADO VERDE MAZ,"2,06"
GRANITO GRANDE ESCARCHADO VERDE OSCURO,"2,06"
GRANITO GRANDE LILA,"1,38"
GRANITO GRANDE MORADO,"1,38"
GRANITO GRANDE NARANJA,"1,38"
GRANITO GRANDE NEGRO,"1,38"
GRANITO GRANDE PLATA,"1,38"
GRANITO GRANDE ROJO,"1,38"
GRANITO GRANDE ROSADO,"1,38"
GRANITO GRANDE SURTIDO,"1,38"
GRANITO GRANDE VERDE,"1,38"
GRANITO GRANDE VERDE CLARO,"1,38"
GRANITO GRANDE VERDE LIMA,"1,38"
GRANITO GRANDE VERDE MANZANA,"1,38"
GRANITO GRANDE VERDE OSCURO,"1,38"
GRANITO PEQUENO CELESTE,"1,38"
GRANITO PEQUENO LILA,"1,38"
GRANITO PEQUENO NARANJA,"1,38"
GRANITO PEQUENO NEGRO,"1,38"
GRANITO PEQUENO PLATA,"1,38"
GRANITO PEQUENO ROSADO,"1,38"
GRANITO PEQUENO SURTIDO,"1,38"
GRANITO PEQUENO VERDE,"1,38"
GRANITO PEQUENO VERDE MAZ,"1,38"
GRANITO PEQUENO VERDE OSCURO,"1,38"
GRAPA 1 X 9 EN TOBO 12KG VICSON,"76,95"
GRAPA P/ENGRAPADORA 0.7 X 8MM TOLSEN 43024,"0,86"
GRAPA PLASTICA CHATA N 14 P/SPT (PAQ 50 UND),"0,62"
GRAPA PLASTICA REDONDA N 10 PAQ HR-117-10,"1,09"
GRAPA PLASTICA REDONDA N 12 PAQ HR-117-12,"1,31"
GRAPA PLASTICA REDONDA N 9 PAQ HR-117-9,"1,09"
GRAPAS 1 X 9 X BOLSA 100GRS,"0,57"
GRASA SHELL MULTIUSO ALTO RENDIMIENTO GADUS S2 V220 LITRO 550027631,"15,02"
GRILLETE P/GUAYA 3/8 PUL,"4,52"
GRILLETE P/GUAYA 5/16 PUL,"4,35"
GRUPO DUCHA 8 PULC/REGAD.BPK8101M METALES ALEADOS COMBO,"100,05"
GRUPO DUCHA ALLURE D25 FAGUAX,"58,64"
GRUPO DUCHA DOBLE BIRD FAGUAX D36 FERR X),"82,98"
GRUPO DUCHA LAGOON D26 FAGUAX,"57,36"
GRUPO DUCHA MAUI D32 FAGUAX,"68,51"
GRUPO DUCHA MONOMANDO RIO 32GDU0213 F.P,"141,14"
GRUPO DUCHA MONOMANDO TOKIO BM-003 BOUMAC,"66,16"
GRUPO DUCHA OCEANIC D24 FAGUAX,"57,25"
GRUPO DUCHA RITZ D27 FAGUAX,"56,33"
GRUPO FREGADERO ALEJANDRINA G31 FAGUAX,"13,79"
GRUPO FREGADERO AMBERSE G70 FAGUAX,"18,08"
GRUPO FREGADERO CANES G30 FAGUAX,"16,62"
GRUPO FREGADERO CUELLO CISNE ACERO INOXIDABLE GRIVEN GRU-02,"40,53"
GRUPO FREGADERO CUELLO CISNE POMO CRUZ GRIVEN GRU-06,"43,36"
GRUPO FREGADERO CUELLO FLEXIBLE GRIVEN GRU-09,"56,55"
GRUPO FREGADERO FRIULI G78 FAGUAX,"36,26"
GRUPO FREGADERO LONDON G03 FAGUAX,"37,24"
GRUPO FREGADERO M/A MET-611,"47,65"
GRUPO FREGADERO M/CRUCETA MET-554M METALES ALEADOS,"32,60"
GRUPO FREGADERO MADRID G06 FAGUAX,"41,37"
GRUPO FREGADERO MARACAIBO G17 FAGUAX,"25,06"
GRUPO FREGADERO METAL MANILLA ESTANDAR TIPO COBRA GRIVEN GRU-08,"47,65"
GRUPO FREGADERO METAL TIPO COBRA MANILLA LEIVA GRIVEN GRU-03,"45,95"
GRUPO FREGADERO MONOMANDO A/F A/C MET443M METALES ALEADOS,"35,25"
GRUPO FREGADERO MONOMANDO A/F A/C MET444 METALES ALEADOS,"26,84"
GRUPO FREGADERO MONOMANDO BARU G96 FAGUAX PLUS,"78,16"
GRUPO FREGADERO MONOMANDO INDONESIA G68 FAGUAX,"48,27"
GRUPO FREGADERO MONOMANDO MONTECARLOS G28 FAGUAX,"41,15"
GRUPO FREGADERO MONOMANDO VARADERO G3018A FAGUAX,"36,54"
GRUPO FREGADERO NAVIGATOR G13 FAGUAX,"19,13"
GRUPO FREGADERO PALERMO G58 FAGUAX,"41,27"
GRUPO FREGADERO PEKIN G07 FAGUAX,"38,48"
GRUPO FREGADERO TURIN G56 FAGUAX,"37,40"
GRUPO FREGADERO USHUAIA G29 FAGUAX,"13,79"
GRUPO FREGADERO VALENCIA G18 FAGUAX,"26,30"
GRUPO FREGADERO ZAMBIA G71 FAGUAX,"31,87"
GRUPO LAVAMANO CUELLO FLEXIBLE GRIVEN GRU-12,"28,28"
GRUPO LAVAMANO DE LUJO A/FRIA Y CALIENTE NEGRA GB-960,"20,20"
GRUPO LAVAMANOS AREZZO L79 FAGUAX,"25,06"
GRUPO LAVAMANOS CANAIMA L49P FAGUAX,"36,70"
GRUPO LAVAMANOS ECLISPSE L45 FAGUAX,"34,26"
GRUPO LAVAMANOS MARSELLA L05 FAGUAX,"24,17"
GRUPO LAVAMANOS MERIDA L08 FAGUAX,"27,13"
GRUPO LAVAMANOS MONOMANDO TOKIO BM-001 BOUMAC,"88,22"
GRUPO LAVAMANOS SAVONA L82 FAGUAX,"18,84"
GRUPO LAVAMANOS VERNAZZA L81 FAGUAX,"24,84"
GRUPO P/FREGADERO BELT-G METAL C/CISNE M/SPIKE GRI-0724,"25,43"
GRUPO P/FREGADERO CLL CIS 2 LLAVES C Y F / KIT GB-214,"26,06"
GRUPO P/FREGADERO CUELLO CISNE PLASTICO BLANCO GRIVEN LLA-24,"6,71"
GRUPO P/FREGADERO CUELLO CISNE PLASTICO GB-453,"5,95"
GRUPO P/FREGADERO DE AGUA FRIA FLEXIBLE GB-931 AZUL CLARO,"22,92"
